# t,x
0.158,-0.033
0.158,-0.033
0.158,-0.038
0.159,-0.038
0.159,-0.043
0.159,-0.043
0.159,-0.038
0.16,-0.038
0.16,-0.038
0.16,-0.035
0.16,-0.037
0.161,-0.03
0.161,-0.03
0.161,-0.023
0.161,-0.025
0.162,-0.02
0.162,-0.02
0.162,-0.015
0.162,-0.015
0.163,-0.008
0.163,-0.01
0.163,-0.005
0.163,-0.007
0.164,-0.003
0.164,-0.005
0.164,-0.003
0.164,-0.005
0.165,-0.01
0.165,-0.007
0.165,-0.01
0.165,-0.007
0.166,-0.002
0.166,-0.003
0.166,0.002
0.166,0.002
0.167,0
0.167,0.002
0.167,0.008
0.167,0.008
0.168,0.015
0.168,0.015
0.168,0.02
0.168,0.02
0.169,0.03
0.169,0.03
0.169,0.038
0.169,0.038
0.17,0.048
0.17,0.05
0.17,0.065
0.17,0.067
0.171,0.122
0.171,0.148
0.171,-0.035
0.171,-0.057
0.172,-0.04
0.172,-0.038
0.172,-0.008
0.172,-0.007
0.172,0.007
0.173,0.007
0.173,0.012
0.173,0.01
0.173,0.012
0.174,0.012
0.174,0.007
0.174,0.007
0.174,0.01
0.175,0.01
0.175,0.017
0.175,0.018
0.175,0.022
0.176,0.022
0.176,0.018
0.176,0.023
0.176,0.027
0.177,0.025
0.177,0.028
0.177,0.027
0.177,0.03
0.178,0.03
0.178,0.038
0.178,0.038
0.178,0.05
0.179,0.05
0.179,0.058
0.179,0.06
0.179,0.063
0.18,0.062
0.18,0.057
0.18,0.058
0.18,0.053
0.181,0.055
0.181,0.047
0.181,0.047
0.181,0.043
0.182,0.045
0.182,0.037
0.182,0.037
0.182,0.032
0.183,0.03
0.183,0.022
0.183,0.022
0.183,0.028
0.184,0.028
0.184,0.032
0.184,0.03
0.184,0.033
0.185,0.03
0.185,0.033
0.185,0.033
0.185,0.038
0.186,0.038
0.186,0.047
0.186,0.047
0.186,0.053
0.187,0.055
0.187,0.063
0.187,0.065
0.188,0.078
0.188,0.08
0.188,0.075
0.188,0.077
0.189,0.085
0.189,0.085
0.189,0.075
0.189,0.073
0.19,0.055
0.19,0.055
0.19,0.032
0.19,0.03
0.191,0.017
0.191,0.015
0.191,-0.063
0.191,-0.078
0.192,-0.057
0.192,-0.055
0.192,-0.03
0.192,-0.03
0.193,0.013
0.193,0.015
0.193,0.08
0.193,0.08
0.194,0.097
0.194,0.098
0.194,0.08
0.194,0.078
0.195,0.045
0.195,0.043
0.195,0.025
0.195,0.023
0.196,0.017
0.196,0.017
0.196,0.013
0.196,0.015
0.197,0
0.197,-0.002
0.197,-0.018
0.197,-0.023
0.198,-0.002
0.198,0.002
0.198,0.097
0.198,0.1
0.199,0.15
0.199,0.152
0.199,0.168
0.199,0.167
0.2,0.097
0.2,0.352
0.2,0.072
0.2,0.067
0.201,0.335
0.201,0.137
0.201,-0.148
0.201,-0.205
0.202,-0.148
0.202,-0.145
0.202,-0.07
0.202,-0.067
0.203,-0.03
0.203,-0.028
0.203,-0.013
0.203,-0.013
0.203,-0.002
0.204,-0.002
0.204,0.007
0.204,0.007
0.204,0.003
0.205,0.005
0.205,-0.005
0.205,-0.007
0.205,-0.015
0.206,-0.015
0.206,-0.008
0.206,-0.01
0.206,-0.005
0.207,-0.005
0.207,-0.003
0.207,-0.003
0.207,-0.007
0.208,-0.007
0.208,-0.018
0.208,-0.02
0.208,-0.045
0.209,-0.045
0.209,-0.062
0.209,-0.062
0.209,-0.068
0.21,-0.068
0.21,-0.072
0.21,-0.07
0.21,-0.073
0.211,-0.073
0.211,-0.087
0.211,-0.087
0.211,-0.095
0.212,-0.095
0.212,-0.102
0.212,-0.102
0.212,-0.107
0.213,-0.107
0.213,-0.11
0.213,-0.108
0.213,-0.112
0.214,-0.113
0.214,-0.11
0.214,-0.108
0.214,-0.098
0.215,-0.097
0.215,-0.085
0.215,-0.085
0.215,-0.092
0.216,-0.092
0.216,-0.103
0.216,-0.103
0.216,-0.123
0.217,-0.125
0.217,-0.138
0.217,-0.138
0.217,-0.145
0.218,-0.143
0.218,-0.15
0.218,-0.15
0.218,-0.167
0.219,-0.168
0.219,-0.198
0.219,-0.2
0.22,-0.233
0.22,-0.233
0.22,-0.258
0.22,-0.26
0.221,-0.272
0.221,-0.273
0.221,-0.27
0.221,-0.272
0.222,-0.267
0.222,-0.27
0.222,-0.267
0.222,-0.267
0.223,-0.263
0.223,-0.265
0.223,-0.268
0.223,-0.268
0.224,-0.262
0.224,-0.262
0.224,-0.255
0.224,-0.257
0.225,-0.247
0.225,-0.248
0.225,-0.243
0.225,-0.243
0.226,-0.235
0.226,-0.235
0.226,-0.225
0.226,-0.225
0.227,-0.208
0.227,-0.208
0.227,-0.195
0.227,-0.193
0.228,-0.17
0.228,-0.168
0.228,-0.137
0.228,-0.137
0.229,-0.098
0.229,-0.098
0.229,-0.053
0.229,-0.052
0.23,-0.013
0.23,-0.013
0.23,0.007
0.23,0.007
0.231,0.013
0.231,0.013
0.231,0.022
0.231,0.018
0.232,0.023
0.232,0.023
0.232,0.028
0.232,0.028
0.233,0.035
0.233,0.033
0.233,0.042
0.233,0.042
0.234,0.048
0.234,0.048
0.234,0.053
0.234,0.053
0.234,0.058
0.235,0.058
0.235,0.068
0.235,0.068
0.235,0.073
0.236,0.073
0.236,0.078
0.236,0.08
0.236,0.087
0.237,0.087
0.237,0.092
0.237,0.092
0.237,0.093
0.238,0.092
0.238,0.093
0.238,0.092
0.238,0.097
0.239,0.097
0.239,0.105
0.239,0.105
0.239,0.115
0.24,0.113
0.24,0.128
0.24,0.128
0.24,0.142
0.241,0.142
0.241,0.152
0.241,0.152
0.241,0.158
0.242,0.158
0.242,0.163
0.242,0.165
0.242,0.16
0.243,0.158
0.243,0.165
0.243,0.165
0.243,0.17
0.244,0.17
0.244,0.175
0.244,0.177
0.244,0.185
0.245,0.185
0.245,0.19
0.245,0.188
0.245,0.197
0.246,0.197
0.246,0.215
0.246,0.217
0.246,0.237
0.247,0.238
0.247,0.272
0.247,0.273
0.247,0.34
0.248,0.34
0.248,0.385
0.248,0.367
0.248,0.087
0.249,0.077
0.249,0.117
0.249,0.09
0.249,0.17
0.25,0.1
